clip_name,label
20090328_000000_613s9ms_TRAIN88_0.aif,0
20090328_000000_619s4ms_TRAIN89_0.aif,0
20090328_000000_621s2ms_TRAIN90_0.aif,0
20090328_000000_623s6ms_TRAIN91_0.aif,0
20090328_000000_627s4ms_TRAIN92_0.aif,0
20090328_000000_632s7ms_TRAIN93_1.aif,1
20090328_000000_637s8ms_TRAIN94_1.aif,1
20090328_000000_639s7ms_TRAIN95_0.aif,0
20090328_000000_643s2ms_TRAIN96_1.aif,1
20090328_000000_646s7ms_TRAIN97_1.aif,1
20090328_000000_648s6ms_TRAIN98_0.aif,0
20090328_000000_649s4ms_TRAIN99_0.aif,0
20090328_000000_651s2ms_TRAIN100_0.aif,0
20090328_000000_654s8ms_TRAIN101_1.aif,1
20090328_000000_659s0ms_TRAIN102_0.aif,0
20090328_000000_661s8ms_TRAIN103_0.aif,0
20090328_000000_671s9ms_TRAIN104_0.aif,0
20090328_000000_673s4ms_TRAIN105_1.aif,1
20090328_000000_674s9ms_TRAIN106_0.aif,0
20090328_000000_688s4ms_TRAIN107_0.aif,0
20090328_000000_705s0ms_TRAIN108_0.aif,0
20090328_000000_707s8ms_TRAIN109_0.aif,0
20090328_000000_710s2ms_TRAIN110_0.aif,0
20090328_000000_713s2ms_TRAIN111_1.aif,1
20090328_000000_714s8ms_TRAIN112_0.aif,0
20090328_000000_722s2ms_TRAIN113_0.aif,0
20090328_000000_723s1ms_TRAIN114_0.aif,0
20090328_000000_727s1ms_TRAIN115_0.aif,0
20090328_000000_728s7ms_TRAIN116_0.aif,0
20090328_000000_732s1ms_TRAIN117_0.aif,0
20090328_000000_735s7ms_TRAIN118_1.aif,1
20090328_000000_740s6ms_TRAIN119_0.aif,0
20090328_000000_750s4ms_TRAIN120_1.aif,1
20090328_000000_753s1ms_TRAIN121_0.aif,0
20090328_000000_754s8ms_TRAIN122_0.aif,0
20090328_000000_763s6ms_TRAIN123_0.aif,0
20090328_000000_777s7ms_TRAIN124_0.aif,0
20090328_000000_785s2ms_TRAIN125_1.aif,1
20090328_000000_794s9ms_TRAIN126_0.aif,0
20090328_000000_796s0ms_TRAIN127_0.aif,0
20090328_000000_805s5ms_TRAIN128_0.aif,0
20090328_000000_844s4ms_TRAIN129_0.aif,0
20090328_000000_848s5ms_TRAIN130_0.aif,0
20090328_000000_859s4ms_TRAIN131_1.aif,1
20090328_000000_874s9ms_TRAIN132_0.aif,0
20090328_000000_876s5ms_TRAIN133_0.aif,0
20090328_000000_879s7ms_TRAIN134_0.aif,0
20090328_000000_888s5ms_TRAIN135_0.aif,0
20090328_000000_891s2ms_TRAIN136_1.aif,1
20090328_000000_895s7ms_TRAIN137_1.aif,1
20090328_001500_1000s9ms_TRAIN138_0.aif,0
20090328_001500_1015s2ms_TRAIN139_1.aif,1
20090328_001500_1020s5ms_TRAIN140_0.aif,0
20090328_001500_1022s9ms_TRAIN141_0.aif,0
20090328_001500_1025s8ms_TRAIN142_0.aif,0
20090328_001500_1037s7ms_TRAIN143_0.aif,0
20090328_001500_1043s0ms_TRAIN144_0.aif,0
20090328_001500_1047s2ms_TRAIN145_0.aif,0
20090328_001500_1050s4ms_TRAIN146_0.aif,0
20090328_001500_1052s7ms_TRAIN147_0.aif,0
20090328_001500_1058s2ms_TRAIN148_0.aif,0
20090328_001500_1061s1ms_TRAIN149_0.aif,0
20090328_001500_1062s2ms_TRAIN150_0.aif,0
20090328_001500_1063s6ms_TRAIN151_0.aif,0
20090328_001500_1066s1ms_TRAIN152_0.aif,0
20090328_001500_1068s6ms_TRAIN153_0.aif,0
20090328_001500_1070s0ms_TRAIN154_0.aif,0
20090328_001500_1071s6ms_TRAIN155_0.aif,0
20090328_001500_1078s3ms_TRAIN156_0.aif,0
20090328_001500_1089s1ms_TRAIN157_0.aif,0
20090328_001500_1092s1ms_TRAIN158_0.aif,0
20090328_001500_1093s8ms_TRAIN159_0.aif,0
20090328_001500_1099s1ms_TRAIN160_0.aif,0
20090328_001500_1106s3ms_TRAIN161_0.aif,0
20090328_001500_1108s8ms_TRAIN162_0.aif,0
20090328_001500_1112s1ms_TRAIN163_0.aif,0
20090328_001500_1113s8ms_TRAIN164_0.aif,0
20090328_001500_1117s0ms_TRAIN165_0.aif,0
20090328_001500_1119s6ms_TRAIN166_0.aif,0
20090328_001500_1125s7ms_TRAIN167_0.aif,0
20090328_001500_1128s6ms_TRAIN168_0.aif,0
20090328_001500_1134s2ms_TRAIN169_0.aif,0
20090328_001500_1137s3ms_TRAIN170_0.aif,0
20090328_001500_1142s0ms_TRAIN171_0.aif,0
20090328_001500_1144s3ms_TRAIN172_0.aif,0
20090328_001500_1154s7ms_TRAIN173_0.aif,0
20090328_001500_1160s8ms_TRAIN174_0.aif,0
20090328_001500_1163s3ms_TRAIN175_1.aif,1
20090328_001500_1164s8ms_TRAIN176_0.aif,0
20090328_001500_1166s5ms_TRAIN177_0.aif,0
20090328_001500_1168s9ms_TRAIN178_0.aif,0
20090328_001500_1171s8ms_TRAIN179_1.aif,1
20090328_001500_1175s7ms_TRAIN180_0.aif,0
20090328_001500_1179s2ms_TRAIN181_0.aif,0
20090328_001500_1192s8ms_TRAIN182_0.aif,0
20090328_001500_1194s1ms_TRAIN183_0.aif,0
20090328_001500_1197s4ms_TRAIN184_0.aif,0
20090328_001500_1201s2ms_TRAIN185_0.aif,0
20090328_001500_1209s9ms_TRAIN186_0.aif,0
20090328_001500_1212s9ms_TRAIN187_0.aif,0
20090328_001500_1220s8ms_TRAIN188_0.aif,0
20090328_001500_1223s9ms_TRAIN189_0.aif,0
20090328_001500_1225s0ms_TRAIN190_1.aif,1
20090328_001500_1230s9ms_TRAIN191_0.aif,0
20090328_001500_1233s9ms_TRAIN192_0.aif,0
20090328_001500_1235s9ms_TRAIN193_1.aif,1
20090328_001500_1242s3ms_TRAIN194_0.aif,0
20090328_001500_1243s5ms_TRAIN195_0.aif,0
20090328_001500_1245s7ms_TRAIN196_0.aif,0
20090328_001500_1247s8ms_TRAIN197_0.aif,0
20090328_001500_1251s0ms_TRAIN198_0.aif,0
20090328_001500_1254s8ms_TRAIN199_0.aif,0
20090328_001500_1256s2ms_TRAIN200_0.aif,0
20090328_001500_1264s6ms_TRAIN201_0.aif,0
20090328_001500_1268s9ms_TRAIN202_1.aif,1
20090328_001500_1288s9ms_TRAIN203_1.aif,1
20090328_001500_1292s7ms_TRAIN204_0.aif,0
20090328_001500_1294s8ms_TRAIN205_1.aif,1
20090328_001500_1300s0ms_TRAIN206_1.aif,1
20090328_001500_1306s0ms_TRAIN207_0.aif,0
20090328_001500_1317s2ms_TRAIN208_1.aif,1
20090328_001500_1319s7ms_TRAIN209_0.aif,0
20090328_001500_1328s6ms_TRAIN210_0.aif,0
20090328_001500_1348s5ms_TRAIN211_1.aif,1
20090328_001500_1369s8ms_TRAIN212_1.aif,1
20090328_001500_1374s4ms_TRAIN213_1.aif,1
20090328_001500_1379s8ms_TRAIN214_1.aif,1
20090328_001500_1382s7ms_TRAIN215_0.aif,0
20090328_001500_1397s8ms_TRAIN216_1.aif,1
20090328_001500_1402s7ms_TRAIN217_1.aif,1
20090328_001500_1405s3ms_TRAIN218_1.aif,1
20090328_001500_1409s3ms_TRAIN219_0.aif,0
20090328_001500_1413s6ms_TRAIN220_0.aif,0
20090328_001500_1415s5ms_TRAIN221_0.aif,0
20090328_001500_1429s5ms_TRAIN222_1.aif,1
20090328_001500_1431s2ms_TRAIN223_0.aif,0
20090328_001500_1436s3ms_TRAIN224_0.aif,0
20090328_001500_1441s9ms_TRAIN225_1.aif,1
20090328_001500_1444s3ms_TRAIN226_1.aif,1
20090328_001500_1448s7ms_TRAIN227_0.aif,0
20090328_001500_1450s5ms_TRAIN228_0.aif,0
20090328_001500_1452s4ms_TRAIN229_0.aif,0
20090328_001500_1464s3ms_TRAIN230_1.aif,1
20090328_001500_1466s7ms_TRAIN231_0.aif,0
20090328_001500_1482s4ms_TRAIN232_0.aif,0
20090328_001500_1485s3ms_TRAIN233_0.aif,0
20090328_001500_1486s5ms_TRAIN234_0.aif,0
20090328_001500_1487s9ms_TRAIN235_0.aif,0
20090328_001500_1490s1ms_TRAIN236_0.aif,0
20090328_001500_1506s0ms_TRAIN237_0.aif,0
20090328_001500_1507s9ms_TRAIN238_1.aif,1
20090328_001500_1520s3ms_TRAIN239_0.aif,0
20090328_001500_1525s6ms_TRAIN240_1.aif,1
20090328_001500_1535s2ms_TRAIN241_0.aif,0
20090328_001500_1540s5ms_TRAIN242_0.aif,0
20090328_001500_1549s1ms_TRAIN243_1.aif,1
20090328_001500_1554s6ms_TRAIN244_0.aif,0
20090328_001500_1571s0ms_TRAIN245_0.aif,0
20090328_001500_1579s5ms_TRAIN246_0.aif,0
20090328_001500_1590s4ms_TRAIN247_0.aif,0
20090328_001500_1593s1ms_TRAIN248_0.aif,0
20090328_001500_1595s2ms_TRAIN249_0.aif,0
20090328_001500_1604s4ms_TRAIN250_0.aif,0
20090328_001500_1609s1ms_TRAIN251_0.aif,0
20090328_001500_1611s4ms_TRAIN252_0.aif,0
20090328_001500_1615s9ms_TRAIN253_0.aif,0
20090328_001500_1620s4ms_TRAIN254_0.aif,0
20090328_001500_1623s7ms_TRAIN255_0.aif,0
20090328_001500_1625s0ms_TRAIN256_0.aif,0
20090328_001500_1626s2ms_TRAIN257_0.aif,0
20090328_001500_1635s7ms_TRAIN258_0.aif,0
20090328_001500_1637s7ms_TRAIN259_0.aif,0
20090328_001500_1651s1ms_TRAIN260_0.aif,0
20090328_001500_1658s4ms_TRAIN261_0.aif,0
20090328_001500_1673s7ms_TRAIN262_0.aif,0
20090328_001500_1689s3ms_TRAIN263_0.aif,0
20090328_001500_1691s7ms_TRAIN264_0.aif,0
20090328_001500_1696s9ms_TRAIN265_1.aif,1
20090328_001500_1703s4ms_TRAIN266_0.aif,0
20090328_001500_1730s2ms_TRAIN267_0.aif,0
20090328_001500_1763s8ms_TRAIN268_0.aif,0
20090328_001500_1789s6ms_TRAIN269_0.aif,0
20090328_001500_1791s7ms_TRAIN270_0.aif,0
20090328_001500_1796s1ms_TRAIN271_0.aif,0
20090328_001500_904s6ms_TRAIN272_0.aif,0
20090328_001500_915s7ms_TRAIN273_0.aif,0
20090328_001500_918s6ms_TRAIN274_0.aif,0
20090328_001500_925s4ms_TRAIN275_0.aif,0
20090328_001500_933s9ms_TRAIN276_0.aif,0
20090328_001500_939s0ms_TRAIN277_1.aif,1
20090328_001500_941s4ms_TRAIN278_0.aif,0
20090328_001500_946s2ms_TRAIN279_0.aif,0
20090328_001500_953s5ms_TRAIN280_0.aif,0
20090328_001500_955s7ms_TRAIN281_0.aif,0
20090328_001500_960s8ms_TRAIN282_0.aif,0
20090328_001500_984s5ms_TRAIN283_0.aif,0
20090328_003000_1814s8ms_TRAIN284_0.aif,0
20090328_003000_1842s8ms_TRAIN285_0.aif,0
20090328_003000_1856s6ms_TRAIN286_1.aif,1
20090328_003000_1890s4ms_TRAIN287_0.aif,0
20090328_003000_1906s2ms_TRAIN288_0.aif,0
20090328_003000_1921s4ms_TRAIN289_0.aif,0
20090328_003000_1927s3ms_TRAIN290_0.aif,0
20090328_003000_1943s6ms_TRAIN291_0.aif,0
20090328_003000_1950s5ms_TRAIN292_1.aif,1
20090328_003000_1969s5ms_TRAIN293_1.aif,1
20090328_003000_1971s5ms_TRAIN294_0.aif,0
20090328_003000_1975s0ms_TRAIN295_0.aif,0
20090328_003000_1976s7ms_TRAIN296_0.aif,0
20090328_003000_1994s1ms_TRAIN297_0.aif,0
20090328_003000_1996s8ms_TRAIN298_0.aif,0
20090328_003000_2017s0ms_TRAIN299_0.aif,0
20090328_003000_2034s7ms_TRAIN300_0.aif,0
20090328_003000_2039s2ms_TRAIN301_0.aif,0
20090328_003000_2055s3ms_TRAIN302_0.aif,0
20090328_003000_2073s2ms_TRAIN303_0.aif,0
20090328_003000_2076s1ms_TRAIN304_0.aif,0
20090328_003000_2077s3ms_TRAIN305_0.aif,0
20090328_003000_2083s8ms_TRAIN306_0.aif,0
20090328_003000_2089s6ms_TRAIN307_0.aif,0
20090328_003000_2138s8ms_TRAIN308_0.aif,0
20090328_003000_2142s8ms_TRAIN309_0.aif,0
20090328_003000_2151s6ms_TRAIN310_0.aif,0
20090328_003000_2152s5ms_TRAIN311_0.aif,0
20090328_003000_2156s5ms_TRAIN312_0.aif,0
20090328_003000_2161s3ms_TRAIN313_0.aif,0
20090328_003000_2165s5ms_TRAIN314_0.aif,0
20090328_003000_2167s1ms_TRAIN315_0.aif,0
20090328_003000_2170s4ms_TRAIN316_0.aif,0
20090328_003000_2175s6ms_TRAIN317_0.aif,0
20090328_003000_2178s1ms_TRAIN318_0.aif,0
20090328_003000_2180s5ms_TRAIN319_0.aif,0
20090328_003000_2185s4ms_TRAIN320_0.aif,0
20090328_003000_2188s4ms_TRAIN321_0.aif,0
20090328_003000_2195s2ms_TRAIN322_0.aif,0
20090328_003000_2209s5ms_TRAIN323_0.aif,0
20090328_003000_2215s3ms_TRAIN324_0.aif,0
20090328_003000_2223s2ms_TRAIN325_0.aif,0
20090328_003000_2230s3ms_TRAIN326_0.aif,0
20090328_003000_2233s0ms_TRAIN327_0.aif,0
20090328_003000_2238s8ms_TRAIN328_0.aif,0
20090328_003000_2251s3ms_TRAIN329_0.aif,0
20090328_003000_2255s6ms_TRAIN330_0.aif,0
20090328_003000_2260s2ms_TRAIN331_0.aif,0
20090328_003000_2265s1ms_TRAIN332_0.aif,0
20090328_003000_2266s1ms_TRAIN333_0.aif,0
20090328_003000_2268s2ms_TRAIN334_0.aif,0
20090328_003000_2276s3ms_TRAIN335_1.aif,1
20090328_003000_2279s7ms_TRAIN336_0.aif,0
20090328_003000_2284s6ms_TRAIN337_0.aif,0
20090328_003000_2287s0ms_TRAIN338_0.aif,0
20090328_003000_2294s5ms_TRAIN339_0.aif,0
20090328_003000_2298s9ms_TRAIN340_0.aif,0
20090328_003000_2313s8ms_TRAIN341_0.aif,0
20090328_003000_2325s8ms_TRAIN342_0.aif,0
20090328_003000_2328s2ms_TRAIN343_0.aif,0
20090328_003000_2329s8ms_TRAIN344_0.aif,0
20090328_003000_2332s1ms_TRAIN345_0.aif,0
20090328_003000_2335s6ms_TRAIN346_0.aif,0
20090328_003000_2337s2ms_TRAIN347_0.aif,0
20090328_003000_2344s8ms_TRAIN348_0.aif,0
20090328_003000_2350s8ms_TRAIN349_0.aif,0
20090328_003000_2367s1ms_TRAIN350_0.aif,0
20090328_003000_2370s0ms_TRAIN351_0.aif,0
20090328_003000_2373s0ms_TRAIN352_0.aif,0
20090328_003000_2374s2ms_TRAIN353_0.aif,0
20090328_003000_2388s9ms_TRAIN354_0.aif,0
20090328_003000_2395s5ms_TRAIN355_0.aif,0
20090328_003000_2410s9ms_TRAIN356_0.aif,0
20090328_003000_2419s4ms_TRAIN357_0.aif,0
20090328_003000_2428s6ms_TRAIN358_0.aif,0
20090328_003000_2433s3ms_TRAIN359_0.aif,0
20090328_003000_2440s6ms_TRAIN360_1.aif,1
20090328_003000_2454s4ms_TRAIN361_0.aif,0
20090328_003000_2464s0ms_TRAIN362_0.aif,0
20090328_003000_2477s4ms_TRAIN363_0.aif,0
20090328_003000_2487s2ms_TRAIN364_0.aif,0
20090328_003000_2500s1ms_TRAIN365_0.aif,0
20090328_003000_2502s6ms_TRAIN366_0.aif,0
20090328_003000_2506s6ms_TRAIN367_0.aif,0
20090328_003000_2508s3ms_TRAIN368_0.aif,0
20090328_003000_2510s1ms_TRAIN369_0.aif,0
20090328_003000_2516s7ms_TRAIN370_0.aif,0
20090328_003000_2522s0ms_TRAIN371_0.aif,0
20090328_003000_2527s1ms_TRAIN372_1.aif,1
20090328_003000_2531s2ms_TRAIN373_0.aif,0
20090328_003000_2543s1ms_TRAIN374_0.aif,0
20090328_003000_2547s0ms_TRAIN375_0.aif,0
20090328_003000_2547s6ms_TRAIN376_0.aif,0
20090328_003000_2552s1ms_TRAIN377_0.aif,0
20090328_003000_2565s7ms_TRAIN378_0.aif,0
20090328_003000_2573s5ms_TRAIN379_0.aif,0
20090328_003000_2578s4ms_TRAIN380_0.aif,0
20090328_003000_2590s8ms_TRAIN381_0.aif,0
20090328_003000_2597s6ms_TRAIN382_0.aif,0
20090328_003000_2610s4ms_TRAIN383_0.aif,0
20090328_003000_2623s9ms_TRAIN384_0.aif,0
20090328_003000_2628s9ms_TRAIN385_1.aif,1
20090328_003000_2633s1ms_TRAIN386_0.aif,0
20090328_003000_2645s6ms_TRAIN387_0.aif,0
20090328_003000_2659s2ms_TRAIN388_1.aif,1
20090328_003000_2669s6ms_TRAIN389_0.aif,0
20090328_003000_2679s8ms_TRAIN390_0.aif,0
20090328_003000_2682s2ms_TRAIN391_0.aif,0
20090328_003000_2687s4ms_TRAIN392_0.aif,0
20090328_003000_2690s3ms_TRAIN393_0.aif,0
20090328_003000_2692s7ms_TRAIN394_0.aif,0
20090328_004500_2711s2ms_TRAIN395_0.aif,0
20090328_004500_2715s2ms_TRAIN396_0.aif,0
20090328_004500_2733s0ms_TRAIN397_0.aif,0
20090328_004500_2758s8ms_TRAIN398_1.aif,1
20090328_004500_2766s3ms_TRAIN399_0.aif,0
20090328_004500_2787s2ms_TRAIN400_0.aif,0
20090328_004500_2803s9ms_TRAIN401_0.aif,0
20090328_004500_2811s2ms_TRAIN402_0.aif,0
20090328_004500_2816s6ms_TRAIN403_1.aif,1
20090328_004500_2818s6ms_TRAIN404_0.aif,0
20090328_004500_2820s9ms_TRAIN405_0.aif,0
20090328_004500_2860s8ms_TRAIN406_0.aif,0
20090328_004500_2871s0ms_TRAIN407_0.aif,0
20090328_004500_2873s0ms_TRAIN408_0.aif,0
20090328_004500_2878s6ms_TRAIN409_1.aif,1
20090328_004500_2884s9ms_TRAIN410_0.aif,0
20090328_004500_2885s8ms_TRAIN411_0.aif,0
20090328_004500_2887s6ms_TRAIN412_0.aif,0
20090328_004500_2891s9ms_TRAIN413_0.aif,0
20090328_004500_2895s6ms_TRAIN414_1.aif,1
20090328_004500_2907s4ms_TRAIN415_0.aif,0
20090328_004500_2923s4ms_TRAIN416_0.aif,0
20090328_004500_2926s0ms_TRAIN417_0.aif,0
20090328_004500_2930s4ms_TRAIN418_0.aif,0
20090328_004500_2936s8ms_TRAIN419_0.aif,0
20090328_004500_2968s7ms_TRAIN420_0.aif,0
20090328_004500_3001s3ms_TRAIN421_0.aif,0
20090328_004500_3005s4ms_TRAIN422_0.aif,0
20090328_004500_3050s8ms_TRAIN423_0.aif,0
20090328_004500_3053s2ms_TRAIN424_0.aif,0
20090328_004500_3054s6ms_TRAIN425_0.aif,0
20090328_004500_3057s6ms_TRAIN426_0.aif,0
20090328_004500_3060s4ms_TRAIN427_0.aif,0
20090328_004500_3064s3ms_TRAIN428_0.aif,0
20090328_004500_3066s8ms_TRAIN429_0.aif,0
20090328_004500_3078s7ms_TRAIN430_0.aif,0
20090328_004500_3080s6ms_TRAIN431_0.aif,0
20090328_004500_3082s4ms_TRAIN432_0.aif,0
20090328_004500_3086s2ms_TRAIN433_0.aif,0
20090328_004500_3091s7ms_TRAIN434_0.aif,0
20090328_004500_3105s9ms_TRAIN435_0.aif,0
20090328_004500_3120s1ms_TRAIN436_0.aif,0
20090328_004500_3123s2ms_TRAIN437_0.aif,0
20090328_004500_3136s3ms_TRAIN438_1.aif,1
20090328_004500_3146s1ms_TRAIN439_0.aif,0
20090328_004500_3156s7ms_TRAIN440_0.aif,0
20090328_004500_3167s0ms_TRAIN441_0.aif,0
20090328_004500_3171s2ms_TRAIN442_1.aif,1
20090328_004500_3175s8ms_TRAIN443_1.aif,1
20090328_004500_3204s0ms_TRAIN444_0.aif,0
20090328_004500_3205s6ms_TRAIN445_0.aif,0
20090328_004500_3231s0ms_TRAIN446_0.aif,0
20090328_004500_3236s3ms_TRAIN447_1.aif,1
20090328_004500_3242s2ms_TRAIN448_1.aif,1
20090328_004500_3245s4ms_TRAIN449_1.aif,1
20090328_004500_3257s8ms_TRAIN450_1.aif,1
20090328_004500_3267s8ms_TRAIN451_1.aif,1
20090328_004500_3279s5ms_TRAIN452_1.aif,1
20090328_004500_3282s2ms_TRAIN453_1.aif,1
20090328_004500_3300s4ms_TRAIN454_0.aif,0
20090328_004500_3308s2ms_TRAIN455_0.aif,0
20090328_004500_3314s5ms_TRAIN456_1.aif,1
20090328_004500_3319s6ms_TRAIN457_1.aif,1
20090328_004500_3322s9ms_TRAIN458_0.aif,0
20090328_004500_3327s3ms_TRAIN459_0.aif,0
20090328_004500_3361s2ms_TRAIN460_1.aif,1
20090328_004500_3367s0ms_TRAIN461_0.aif,0
20090328_004500_3371s7ms_TRAIN462_1.aif,1
20090328_004500_3375s8ms_TRAIN463_1.aif,1
20090328_004500_3378s0ms_TRAIN464_1.aif,1
20090328_004500_3384s6ms_TRAIN465_0.aif,0
20090328_004500_3391s3ms_TRAIN466_1.aif,1
20090328_004500_3398s0ms_TRAIN467_1.aif,1
20090328_004500_3401s1ms_TRAIN468_0.aif,0
20090328_004500_3410s9ms_TRAIN469_0.aif,0
20090328_004500_3413s5ms_TRAIN470_0.aif,0
20090328_004500_3419s2ms_TRAIN471_0.aif,0
20090328_004500_3420s7ms_TRAIN472_0.aif,0
20090328_004500_3429s3ms_TRAIN473_1.aif,1
20090328_004500_3431s5ms_TRAIN474_0.aif,0
20090328_004500_3447s2ms_TRAIN475_0.aif,0
20090328_004500_3457s4ms_TRAIN476_1.aif,1
20090328_004500_3460s7ms_TRAIN477_1.aif,1
20090328_004500_3462s4ms_TRAIN478_0.aif,0
20090328_004500_3464s6ms_TRAIN479_0.aif,0
20090328_004500_3469s2ms_TRAIN480_1.aif,1
20090328_004500_3470s7ms_TRAIN481_0.aif,0
20090328_004500_3483s0ms_TRAIN482_1.aif,1
20090328_004500_3498s5ms_TRAIN483_1.aif,1
20090328_004500_3501s6ms_TRAIN484_0.aif,0
20090328_004500_3504s8ms_TRAIN485_0.aif,0
20090328_004500_3508s9ms_TRAIN486_1.aif,1
20090328_004500_3511s2ms_TRAIN487_0.aif,0
20090328_004500_3515s7ms_TRAIN488_1.aif,1
20090328_004500_3519s1ms_TRAIN489_1.aif,1
20090328_004500_3537s5ms_TRAIN490_1.aif,1
20090328_004500_3544s6ms_TRAIN491_1.aif,1
20090328_004500_3551s6ms_TRAIN492_1.aif,1
20090328_004500_3555s8ms_TRAIN493_1.aif,1
20090328_004500_3558s0ms_TRAIN494_1.aif,1
20090328_004500_3559s8ms_TRAIN495_0.aif,0
20090328_004500_3565s0ms_TRAIN496_0.aif,0
20090328_004500_3566s9ms_TRAIN497_0.aif,0
20090328_004500_3571s7ms_TRAIN498_0.aif,0
20090328_004500_3574s0ms_TRAIN499_0.aif,0
20090328_004500_3586s3ms_TRAIN500_0.aif,0
20090328_004500_3596s6ms_TRAIN501_1.aif,1
20090328_004500_3599s8ms_TRAIN502_1.aif,1
20090328_010000_3611s3ms_TRAIN503_1.aif,1
